time(us),reference current(mA),current(mA),cart position(um),pendulum angle(mdeg)
2466560,-1000,-256,24534,-194985
2471040,-1000,-768,22410,-195300
2475520,-1000,-390,20250,-195750
2479936,-1000,-512,18162,-196020
2484416,-1000,-512,16002,-196335
2488896,-1000,-512,13914,-196650
2493376,-1000,-512,11754,-196920
2497792,-1000,-768,9648,-197190
2502208,-1000,-512,7578,-197505
2506560,-1000,-512,5472,-197775
2510976,1000,-338,3402,-198045
2515264,1000,2560,1782,-197955
2519552,1000,2834,540,-198180
2523776,1000,2304,-252,-198360
2528064,1000,2054,-378,-198180
2532352,1000,1924,-324,-198180
2536640,1000,1326,234,-198045
2540864,1000,1024,1026,-197955
2545152,1000,1352,1908,-197820
2549440,1000,1092,3114,-197460
2553728,1000,806,4446,-197280
2557952,1000,520,5814,-196965
2562176,1000,768,7380,-196560
2566400,1000,768,8982,-196380
2570560,1000,512,10656,-196020
2574848,1000,650,12528,-195570
2579200,1000,390,14400,-195255
2583488,1000,650,16326,-194850
2587776,1000,494,18342,-194400
2592064,1000,468,20394,-193950
2596352,1000,676,22500,-193545
2600640,1000,442,24624,-193050
2604928,1000,260,26766,-192555
2609216,1000,234,28944,-192015
2613504,1000,234,31122,-191520
2617792,1000,260,33354,-190980
2622144,1000,208,35586,-190440
2626432,1000,234,37782,-189945
2630720,1000,468,40050,-189360
2635008,1000,468,42318,-188820
2639296,1000,130,44550,-188280
2643584,1000,312,46818,-187650
2647872,1000,78,49104,-187020
2652096,1000,256,51336,-186480
2656384,1000,260,53604,-185850
2660672,1000,468,55872,-185220
2664960,1000,234,58194,-184545
2669248,1000,256,60444,-184005
2673536,1000,130,62766,-183330
2677888,1000,130,65052,-182700
2682176,1000,52,67338,-182070
2686336,1000,256,69588,-181395
2690688,1000,390,71874,-180720
2694976,1000,234,74160,-180090
2699264,1000,312,76464,-179460
2703552,1000,260,78732,-178695
2707840,1000,442,81018,-178110
2712128,1000,256,83268,-177435
2716416,1000,52,85518,-176715
2720640,1000,0,87732,-176040
2724736,1000,416,89856,-175275
2729088,1000,286,92124,-174735
2733376,1000,286,94338,-174015
2737664,1000,234,96570,-173385
2741952,1000,468,98784,-172530
2746240,1000,256,101016,-171900
2750592,1000,256,103284,-171270
2755008,1000,256,105552,-170415
2759360,-1000,256,107820,-169830
2763840,-1000,-2816,109674,-169335
2768448,-1000,-2522,111006,-168705
2773120,-1000,-2964,112032,-168030
2777728,-1000,-2028,112392,-167580
2782400,-1000,-1586,112194,-167220
2787008,-1000,-1536,111636,-166770
2791680,-1000,-1352,110808,-166410
2796288,-1000,-1092,109674,-166230
2800896,-1000,-884,108396,-165870
2805440,-1000,-768,106920,-165645
2810048,-1000,-768,105300,-165510
2814592,-1000,-915,103626,-165285
2819136,-1000,-546,101790,-165105
2823680,-1000,-512,99882,-164970
2828160,-1000,-512,97956,-164790
2832576,-1000,-512,95994,-164565
2837056,-1000,-512,93906,-164565
2841536,-1000,-512,91854,-164340
2846016,-1000,-512,89766,-164205
2850432,-1000,-256,87624,-164160
2854912,-1000,-256,85500,-164025
2859392,-1000,-256,83340,-163890
2863872,-1000,-512,81198,-163845
2868288,-1000,-256,79020,-163665
2872768,-1000,-256,76878,-163530
2877248,-1000,-512,74664,-163530
2881728,-1000,-256,72504,-163440
2886144,-1000,-512,70326,-163260
2890624,-1000,-256,68112,-163260
2895104,-1000,-512,65916,-163125
2899584,-1000,-256,63720,-163035
2904000,-1000,-768,61506,-162990
2908480,-1000,-256,59256,-162900
2912960,-1000,-512,57042,-162855
2917440,-1000,-512,54774,-162810
2921920,-1000,-256,52560,-162720
2926336,-1000,-256,50292,-162630
2930816,-1000,-512,48006,-162675
2935296,-1000,-256,45738,-162540
2939776,-1000,-512,43470,-162495
2944192,-1000,-256,41184,-162495
2948672,-1000,-512,38880,-162405
2953152,-1000,-768,36630,-162270
2957632,-1000,0,34308,-162360
2961792,-1000,-416,32184,-162315
2966272,-1000,-245,29898,-162270
2970752,-1000,-256,27648,-162270
2975232,-1000,-512,25344,-162225
2979648,-1000,-256,23112,-162135
2984128,-1000,-256,20826,-162180
2988608,-1000,-768,18576,-162135
2993088,-1000,-256,16308,-162090
2997504,-1000,-256,14040,-162135
3001984,-1000,-512,11754,-162090
3006464,-1000,-512,9504,-162090
3010816,1000,-256,7254,-162135
3015168,1000,2834,5454,-161955
3019456,1000,2964,4122,-161730
3023744,1000,3042,3294,-161730
3028032,1000,2314,3096,-161370
3032320,1000,2236,3222,-161100
3036608,1000,1196,3834,-160830
3040896,1000,1280,4572,-160470
3045184,1000,1066,5580,-159975
3049472,1000,1274,6714,-159660
3053760,1000,1066,7938,-159165
3058112,1000,650,9432,-158625
3062272,1000,512,10818,-158310
3066560,1000,936,12420,-157950
3070912,1000,512,14148,-157365
3075200,1000,546,15822,-157005
3079488,1000,650,17640,-156555
3083776,1000,314,19512,-155970
3088064,1000,572,21366,-155610
3092352,1000,546,23310,-155160
3096640,1000,130,25290,-154575
3100928,1000,598,27234,-154170
3105216,1000,416,29250,-153765
3109568,1000,546,31284,-153225
3113856,1000,286,33336,-152775
3118144,1000,364,35352,-152370
3122432,1000,494,37404,-151920
3126720,1000,52,39492,-151380
3130944,1000,512,41490,-151020
3135232,1000,286,43578,-150570
3139520,1000,26,45666,-150075
3143744,1000,0,47682,-149805
3147840,1000,0,49680,-149355
3152000,1000,338,51696,-149040
3156288,1000,156,53802,-148590
3160576,1000,286,55872,-148275
3164864,1000,338,57978,-147870
3169152,1000,442,60084,-147465
3173440,1000,390,62190,-147150
3177728,1000,234,64278,-146790
3182016,1000,286,66402,-146430
3186304,1000,208,68508,-146115
3190656,1000,442,70596,-145845
3194944,1000,156,72720,-145440
3199232,1000,390,74808,-145170
3203520,1000,234,76932,-144855
3207808,1000,416,79038,-144585
3212096,1000,546,81126,-144315
3216384,1000,572,83214,-144000
3220672,1000,286,85284,-143775
3224960,1000,208,87390,-143505
3229248,1000,624,89442,-143325
3233600,1000,494,91512,-143100
3237888,1000,494,93582,-142875
3242176,1000,156,95634,-142695
3246464,1000,156,97722,-142515
3250752,1000,442,99792,-142335
3255040,1000,416,101880,-142155
3259456,-1000,256,104004,-141975
3263872,-1000,-2816,105714,-142020
3268544,-1000,-2560,106920,-142020
3273152,-1000,-2304,107838,-141975
3277824,-1000,-2132,108198,-142020
3282432,-1000,-1898,107946,-142290
3287040,-1000,-1280,107298,-142425
3291712,-1000,-1066,106416,-142650
3296320,-1000,-1170,105300,-143055
3300992,-1000,-1144,103932,-143415
3305600,-1000,-648,102420,-143730
3310144,-1000,-768,100764,-144180
3314688,-1000,-768,99000,-144630
3319168,-1000,-768,97218,-145035
3323648,-1000,-512,95292,-145530
3328064,-1000,-768,93294,-146070
3332544,-1000,-512,91296,-146520
3337024,-1000,-364,89208,-147105
3341504,-1000,-512,87102,-147645
3345920,-1000,-256,84942,-148185
3350400,-1000,-256,82782,-148725
3354880,-1000,-512,80640,-149310
3359360,-1000,-512,78390,-149940
3363840,-1000,-512,76230,-150435
3368256,-1000,-512,73944,-151155
3372736,-1000,-512,71748,-151740
3377216,-1000,-512,69516,-152280
3381696,-1000,-256,67230,-153045
3386112,-1000,-256,65016,-153540
3390592,-1000,-256,62712,-154215
3395072,-1000,-256,60462,-154845
3399552,-1000,-256,58158,-155565
3403968,-1000,-512,55908,-156150
3408448,-1000,-256,53604,-156870
3412928,-1000,-512,51318,-157545
3417408,-1000,-256,49014,-158220
3421824,-1000,-256,46710,-158985
3426304,-1000,-256,44388,-159660
3430784,-1000,-512,42084,-160290
3435264,-1000,-512,39780,-161010
3439680,-1000,-256,37440,-161865
3444160,-1000,-512,35136,-162405
3448640,-1000,-256,32832,-163215
3453120,-1000,-256,30492,-163845
3457536,-1000,-256,28224,-164655
3462016,-1000,-512,25920,-165195
3466496,-1000,-256,23634,-166005
3470976,-1000,-512,21348,-166635
3475392,-1000,-256,19080,-167400
3479872,-1000,-256,16812,-168120
3484352,-1000,-256,14544,-168795
3488832,-1000,-256,12312,-169515
3493312,-1000,-256,10044,-170235
3497728,-1000,-286,7794,-171045
3502144,-1000,-438,5598,-171675
3506496,-1000,-234,3384,-172395
3510912,1000,-256,1206,-173070
3515200,1000,3172,-522,-173475
3519488,1000,3224,-1818,-174060
3523840,1000,2304,-2592,-174735
3528256,1000,2048,-2718,-175050
3532608,1000,1792,-2502,-175365
3537024,1000,1536,-1836,-175815
3541376,1000,1280,-990,-176040
3545664,1000,1144,72,-176220
3549824,1000,754,1242,-176490
3553984,1000,1196,2502,-176670
3558336,1000,768,4032,-176715
3562496,1000,512,5544,-177030
3566720,1000,768,7128,-177210
3570944,1000,512,8910,-177165
