time(us),speed(um/sec),reference current(mA),current(mA)
73257600,209160,283,338
73260672,187200,440,234
73263680,209160,284,364
73266752,210600,271,338
73269760,191232,409,260
73272832,198900,355,286
73275840,215136,237,364
73278912,198900,351,338
73281920,185256,451,312
73284992,204750,313,442
73288000,215136,236,312
73291072,187200,435,234
73294080,203184,323,338
73297152,210600,268,312
73300160,197208,362,338
73303232,181350,479,256
73306240,215136,238,468
73309312,204750,309,312
73312320,191232,406,286
73315392,193050,396,390
73318400,215136,237,390
73321472,198900,351,364
73324480,191232,407,260
73327552,204750,311,390
73330560,209160,277,364
73333632,187200,435,286
73336640,197208,365,416
73339712,204750,311,338
73342784,204750,310,286
73345792,197208,363,338
73348864,198900,352,390
73351872,203184,321,416
73354944,198900,351,364
73357952,203184,320,312
73361024,204750,308,256
73364032,203184,318,260
73367104,193050,391,338
73370112,209160,276,364
73373184,210600,263,312
73376192,197208,357,312
73379264,193050,388,416
73382272,209160,273,338
73385344,204750,302,286
73388352,197208,356,256
73391424,204750,302,338
73394432,215136,225,338
73397504,198900,339,286
73400512,203184,308,312
73403584,210600,253,260
73406592,203184,304,234
73409664,193050,377,234
73412672,209160,262,364
73415744,204750,291,312
73418752,191232,388,390
73421824,204750,292,364
73424832,209160,259,312
73427904,193050,374,260
73430912,197208,345,260
73433984,210600,248,286
73436992,197208,343,312
73440064,193050,374,312
73443072,209160,259,390
73446144,204750,288,286
73449152,197208,342,364
73452224,198900,330,312
73455232,209160,256,286
73458304,193050,371,208
73461312,197208,342,364
73464384,204750,288,338
73467392,203184,298,364
73470464,193050,371,234
73473472,209160,256,338
73476544,198900,328,364
73479552,185256,428,364
73482624,198900,332,364
73485632,209160,258,256
73488704,187200,415,260
73491712,203184,303,364
73494784,198900,333,416
73497792,197208,346,312
73500864,193050,377,390
73503872,209160,261,312
73506944,193050,376,312
73509952,191232,391,256
73513024,204750,295,442
73516032,209160,262,286
73519104,187200,419,312
73522112,197208,350,312
73525184,204750,296,312
73528192,197208,349,0
73531072,193626,376,256
73534144,204750,297,364
73537152,203184,307,312
73540224,193050,380,286
73543232,209160,265,364
73546304,198900,337,286
73549312,197208,349,286
73552384,198900,338,286
73555392,203184,307,256
73558464,193050,380,312
73561472,203184,308,494
73564544,198900,338,364
73567552,197208,351,338
73570624,198900,339,312
73573632,203184,309,260
73576704,193050,382,338
73579712,191232,397,390
73582784,198900,343,364
73585792,197208,356,468
73588864,193050,387,364
73591872,197208,359,416
73594880,209160,273,338
73597952,193050,387,312
73600960,191232,403,338
73604032,198900,349,416
73607040,197208,362,256
73610112,193050,393,364
73613120,209160,278,312
73616192,193050,392,364
73619200,191232,408,312
73622272,210600,269,364
73625280,203184,320,312
73628352,187200,435,312
73631360,203184,323,390
73634432,204750,310,364
73637440,197208,364,312
73640512,187200,438,364
73643520,209160,281,442
73646592,198900,354,312
73649600,197208,366,338
73652672,204750,312,364
73655680,203184,322,364
73658752,193050,395,312
73661760,209160,280,364
73664832,198900,352,338
73667840,197208,364,312
73670912,198900,353,338
73673920,203184,322,364
73676992,198900,352,286
73680000,203184,321,364
73683072,198900,352,286
73686080,203184,321,256
73689152,198900,351,286
73692160,197208,364,338
73695232,204750,310,312
73698240,197208,363,338
73701312,193050,394,390
73704320,209160,279,416
73707392,204750,308,286
73710400,191232,406,338
73713472,193050,395,312
73716480,203184,323,364
73719552,193050,396,338
73722560,197208,368,364
73725632,198900,356,256
73728640,203184,325,312
73731712,193050,398,416
73734720,209160,283,364
73737792,193050,398,364
73740800,191232,413,338
73743872,198900,359,442
73746880,203184,329,338
73749952,193050,401,338
73752960,203184,330,256
73756032,204750,317,364
73759040,197208,371,364
73762112,193050,402,286
73765120,203184,330,338
73768192,198900,360,338
73771200,191232,417,416
73774272,198900,363,364
73777280,203184,332,416
73780352,193050,405,312
73783360,209160,290,494
73786432,204750,319,286
73789440,197208,373,364
73792512,198900,362,312
73795520,203184,331,390
73798592,198900,361,312
73801600,203184,330,442
73804672,204750,318,312
73807680,203184,328,390
73810752,198900,358,312
73813760,209160,284,256
73816832,204750,313,234
73819840,203184,323,312
73822912,198900,354,286
73825920,197208,366,416
73828992,198900,355,286
73832000,215136,237,390
73835072,204750,308,208
73838080,197208,362,286
73841152,198900,350,390
73844160,209160,276,364
73847232,198900,348,286
73850240,197208,360,286
73853312,204750,306,416
73856320,203184,316,364
73859392,193050,389,260
73862400,215136,230,338
73865472,204750,302,260
73868480,191232,399,260
73871552,198900,345,364
73874560,209160,271,312
73877632,198900,343,338
73880640,203184,312,234
73883712,204750,300,260
73886720,203184,310,286
73889792,193050,383,286
73892800,209160,268,364
73895872,198900,340,364
73898880,203184,309,312
73901952,204750,297,338
73905024,198900,338,260
73908032,197208,350,312
73911040,209160,264,364
73914112,198900,336,260
73917120,197208,349,256
73920192,198900,337,390
73923200,203184,307,338
73926272,193050,380,312
73929280,203184,308,390
73932352,198900,338,260
73935360,197208,351,338
73938432,198900,339,286
73941440,203184,308,416
73944512,193050,381,256
73947520,197208,353,416
73950592,198900,341,338
73953600,197208,354,390
73956672,193050,385,260
73959680,209160,270,364
73962752,198900,342,286
73965760,191232,398,338
73968832,193050,387,390
73971840,215136,228,364
73974912,198900,342,312
73977920,185256,442,364
73980992,204750,304,416
73984000,203184,314,312
73987072,198900,345,364
73990080,209160,270,338
73993152,198900,342,364
73996160,191232,398,338
73999232,198900,345,390
74002240,209160,271,256
74005312,193050,385,260
74008320,203184,314,286
74011392,204750,301,338
74014400,209160,268,260
74017472,193050,383,312
74020480,209160,267,338
74023552,204750,297,286
74026560,203184,307,260
74029632,198900,337,312
74032640,203184,306,208
74035712,204750,294,286
74038720,209160,260,286
74041792,193050,375,156
74044800,203184,303,286
74047872,198900,334,364
74050880,203184,303,312
74053952,204750,290,312
74057024,193050,374,338
74060032,203184,302,338
74063104,204750,290,416
74066112,203184,300,286
74069184,193050,373,364
74072192,203184,301,416
74075264,198900,332,312
74078272,191232,388,260
74081344,198900,334,442
74084352,203184,304,338
74087424,193050,376,364
74090432,197208,348,364
74093440,203184,305,416
74096512,198900,336,208
74099520,203184,305,364
74102592,198900,335,234
74105600,197208,348,338
74108672,198900,336,312
74111680,203184,305,416
74114752,198900,336,390
74117760,209160,261,364
74120832,198900,333,286
74123840,203184,303,286
74126912,193050,375,234
74129920,203184,304,312
74132992,198900,334,364
74136000,203184,303,364
74139072,193050,376,312
74142080,203184,304,364
74145152,204750,292,364
74148224,193050,376,312
74151232,203184,304,416
74154304,198900,334,260
74157312,197208,347,390
74160320,209160,261,338
74163392,193050,375,286
74166400,197208,347,338
74169472,198900,336,338
74172480,203184,305,364
74175552,198900,335,286
74178560,197208,348,312
74181632,198900,336,390
74184640,203184,305,338
74187712,193050,378,364
74190720,203184,306,390
74193792,193050,379,256
74196800,203184,307,390
74199872,198900,338,260
74202880,197208,350,364
74205952,198900,339,338
74208960,209160,264,416
74212032,193050,379,260
74215040,197208,351,364
74218112,198900,339,260
74221120,209160,265,442
74224192,193050,380,286
74227200,197208,351,364
74230272,198900,340,286
74233280,203184,309,364
74236352,198900,339,234
74239360,203184,308,364
74242432,204750,296,338
74245440,197208,350,312
74248512,193050,381,256
74251520,209160,265,338
74254592,204750,295,390
74257600,191232,392,286
74260672,198900,339,338
74263680,203184,308,390
74266752,193050,381,312
74269760,203184,309,338
74272832,204750,296,338
74275840,191232,394,234
74278912,198900,340,338
74281920,203184,309,416
74284992,193050,382,364
74288000,203184,310,338
74291072,204750,298,338
74294080,191232,395,234
74297152,193050,384,364
74300160,215136,226,390
74303232,198900,340,286
74306240,197208,352,260
74309312,198900,341,364
74312320,203184,310,390
74315392,193050,383,234
74318400,203184,311,364
74321472,204750,299,256
74324480,191232,396,260
74327552,193050,385,256
74330560,209160,270,390
74333632,198900,342,338
74336640,197208,354,338
74339712,193050,385,338
74342720,185256,444,416
74345792,193050,392,364
74348800,209160,276,442
74351872,193050,391,338
74354880,191232,406,416
74357952,193050,396,364
74360960,203184,324,416
74364032,193050,397,256
74367040,197208,368,364
74370112,187200,442,286
74373120,197208,373,390
74376128,197208,374,390
74379200,187200,447,364
74382208,197208,378,442
74385280,198900,367,416
74388288,191232,423,364
74391360,193050,412,338
74394368,197208,384,390
74397440,198900,372,338
74400448,203184,341,364
74403520,198900,372,390
74406528,197208,384,416
74409600,187200,458,390
74412608,203184,345,442
74415680,198900,375,338
74418688,203184,345,390
74421760,193050,418,312
74424768,203184,346,442
74427840,198900,376,364
74430848,209160,302,338
74433920,198900,374,286
74436928,203184,343,338
74440000,198900,373,286
74443008,197208,386,338
74446080,210600,289,364
74449088,203184,340,338
74452160,204750,328,338
74455168,203184,338,390
74458240,210600,283,312
74461248,203184,334,286
74464320,198900,364,364
74467328,209160,290,338
74470400,198900,362,234
74473408,209160,287,390
74476480,210600,274,364
74479488,203184,325,286
74482560,204750,313,286
74485632,204750,312,286
74488640,203184,322,312
74491712,198900,352,312
74494720,209160,277,390
74497792,198900,350,338
74500800,203184,319,442
74503872,204750,306,312
74506880,203184,316,364
74509952,198900,347,260
74512960,209160,272,338
74516032,198900,345,286
74519040,203184,314,364
74522112,198900,344,364
74525120,197208,357,364
74528192,204750,302,286
74531200,209160,269,312
74534272,198900,341,286
74537280,191232,397,312
74540352,198900,344,390
74543360,203184,313,390
74546432,193050,386,364
74549440,203184,314,390
74552512,193050,387,256
74555520,197208,359,338
74558592,198900,347,390
74561600,197208,360,312
74564608,197208,361,364
74567680,193050,392,390
74570688,197208,363,338
74573760,193050,395,338
74576768,203184,323,364
74579840,198900,353,364
74582848,197208,366,364
74585920,198900,354,286
74588928,197208,367,338
74592000,198900,355,468
74595008,203184,324,416
74598080,193050,397,390
74601088,197208,369,364
74604160,198900,357,442
74607168,203184,327,338
74610240,193050,399,312
74613248,203184,328,338
74616320,198900,358,416
74619328,197208,371,338
74622400,204750,316,256
74625408,197208,370,286
74628480,193050,401,416
74631488,209160,286,364
74634560,198900,358,312
74637568,197208,370,312
74640640,204750,316,416
74643648,209160,283,364
74646720,193050,398,364
74649728,197208,369,312
74652800,198900,358,364
74655808,203184,327,286
74658880,198900,357,260
74661888,209160,283,390
74664960,193050,398,312
74667968,203184,326,416
74671040,204750,313,338
74674048,197208,367,338
74677120,198900,355,286
74680128,209160,281,390
74683200,193050,396,364
74686208,203184,324,364
74689280,204750,312,312
74692288,197208,365,364
74695360,193050,396,364
74698368,203184,325,390
74701440,198900,355,312
74704448,191232,411,312
74707520,198900,358,338
74710528,203184,327,364
74713600,193050,400,364
74716608,203184,328,416
74719680,204750,316,364
74722688,191232,413,364
74725760,198900,359,390
74728768,203184,328,338
74731840,187200,444,256
74734848,203184,331,390
74737920,198900,361,416
74740928,203184,331,338
74744000,198900,361,364
74747008,203184,330,390
74750080,193050,403,338
74753088,203184,331,312
74756160,204750,319,364
74759168,197208,372,312
74762240,198900,361,390
74765248,209160,286,390
74768320,198900,359,312
74771328,203184,328,364
74774400,204750,315,338
74777408,197208,369,260
74780480,193050,400,256
74783488,209160,285,468
74786560,193050,399,338
74789568,215136,241,416
74792640,204750,312,312
74795648,203184,322,312
74798720,198900,352,286
74801728,209160,278,416
74804800,198900,350,338
74807808,197208,363,416
74810880,210600,266,442
74813888,197208,360,312
74816960,204750,306,338
74819968,209160,273,312
74823040,193050,388,260
74826048,203184,316,256
74829120,204750,303,312
74832128,203184,313,364
74835200,198900,344,286
74838208,203184,313,364
74841280,198900,343,338
74844288,197208,356,312
74847360,204750,302,286
74850368,203184,312,390
74853440,198900,342,338
74856448,197208,355,364
74859520,198900,343,338
74862528,209160,269,364
74865600,198900,341,312
74868608,203184,310,338
74871680,204750,298,256
74874688,197208,351,286
74877760,198900,340,256
74880768,209160,265,338
74883840,198900,337,338
74886848,191232,394,312
74889920,204750,298,390
74892928,209160,264,286
74896000,193050,379,312
74899008,209160,263,338
74902080,193050,378,338
74905088,197208,350,338
74908160,193050,381,390
74911168,197208,353,338
74914240,198900,341,364
74917248,197208,354,234
74920320,198900,342,260
74923328,197208,355,364
74926400,198900,343,390
74929408,197208,356,338
74932480,198900,344,390
74935488,197208,357,416
74938560,193050,388,338
74941568,197208,360,338
74944576,197208,361,364
74947648,193050,392,390
74950656,197208,364,256
74953728,198900,352,416
74956736,191232,408,338
74959808,193050,397,442
74962816,209160,282,338
74965888,187200,439,338
74968896,191232,414,338
74971968,198900,360,390
74974976,197208,373,416
74978048,193050,404,338
74981056,203184,332,416
74984128,187200,448,416
74987136,197208,379,256
74990208,193050,410,312
74993216,197208,381,442
74996288,193050,412,256
74999296,203184,341,468
75002368,193050,414,338
75005376,191232,429,468
75008448,198900,375,442
75011456,197208,388,312
75014528,193050,419,256
75017536,197208,391,442
75020544,203184,348,312
75023616,198900,378,338
75026624,197208,391,338
75029696,198900,380,416
75032704,197208,392,390
75035776,198900,381,338
75038784,197208,393,312
75041856,198900,382,256
75044864,203184,351,364
75047936,204750,339,286
75050944,209160,305,442
75054016,198900,377,256
75057024,203184,346,390
75060096,204750,334,312
75063104,203184,344,390
75066176,204750,332,338
75069184,209160,298,390
75072256,198900,370,312
75075264,203184,340,364
75078336,198900,370,338
75081344,215136,252,390
75084416,204750,323,208
75087488,198900,364,338
75090496,197208,377,338
75093504,209160,291,416
75096576,198900,363,286
75099584,209160,289,364
75102656,204750,318,260
75105728,193050,402,312
75108736,203184,330,312
75111808,204750,318,364
75114816,209160,284,286
75117888,198900,357,338
75120896,203184,326,390
75123968,198900,356,312
75126976,209160,282,338
75130048,210600,268,234
75133056,197208,363,312
75136128,198900,351,312
75139136,209160,277,338
75142208,198900,349,286
75145216,203184,318,416
75148288,198900,349,260
75151296,209160,274,364
75154368,204750,304,208
75157376,203184,314,390
75160448,193050,387,286
75163456,203184,315,338
75166528,198900,345,286
75169536,203184,314,390
75172608,193050,387,390
75175616,203184,315,364
75178688,198900,346,234
75181696,209160,271,312
75184768,193050,386,286
75187776,197208,358,416
75190848,193050,389,390
75193856,197208,360,364
75196928,198900,349,364
75199936,203184,318,390
75203008,198900,348,312
75206016,197208,361,286
75209088,198900,349,416
75212096,197208,362,338
75215168,187200,436,390
75218176,203184,323,416
75221248,198900,353,390
75224256,203184,322,312
75227328,198900,353,338
75230336,209160,278,338
75233408,193050,393,390
75236416,203184,321,312
75239488,198900,352,364
75242496,197208,364,390
75245568,198900,353,442
75248576,197208,365,312
75251584,203184,323,364
75254656,198900,353,256
75257664,203184,322,338
75260736,198900,352,338
75263744,203184,321,416
75266816,193050,394,416
75269824,203184,323,390
75272896,204750,310,364
75275968,187200,437,338
75278976,203184,324,416
75282048,198900,354,338
75285056,191232,410,416
75288064,209160,282,442
75291136,204750,312,390
75294208,175500,524,338
75297216,203184,329,546
75300288,198900,359,286
75303296,197208,372,390
75306368,198900,360,286
75309376,203184,330,364
75312384,197208,372,364
75315456,198900,361,390
75318464,197208,373,338
75321536,193050,404,364
75324544,197208,376,416
75327616,193050,407,312
75330624,197208,379,256
75333696,204750,325,364
75336704,203184,335,416
75339776,193050,408,312
75342784,197208,379,468
75345856,193050,410,338
75348864,197208,382,256
75351936,204750,328,364
75354944,197208,382,416
75358016,193050,413,286
75361024,203184,341,442
75364096,198900,371,256
75367104,203184,340,256
75370176,198900,371,286
75373184,191232,427,364
75376256,193050,416,416
75379264,209160,301,390
75382336,198900,373,312
75385344,203184,342,256
75388416,198900,372,312
75391424,203184,341,312
75394496,204750,329,416
75397504,203184,339,312
75400576,193050,412,312
75403584,197208,384,364
75406656,198900,372,390
75409664,209160,298,364
75412736,204750,327,416
75415744,209160,294,312
75418816,198900,366,312
75421824,203184,335,364
75424896,198900,365,312
75427904,209160,291,286
75430976,193050,406,364
75433984,203184,334,364
75437056,204750,322,390
75440064,209160,288,256
75443136,198900,360,260
75446144,203184,329,286
75449216,198900,360,364
75452224,203184,329,312
75455296,193050,402,416
75458304,197208,373,390
75461376,210600,277,364
75464384,203184,328,338
75467456,198900,358,338
75470464,197208,370,338
75473536,193050,402,286
75476544,197208,373,416
75479616,204750,319,256
75482624,203184,329,390
75485696,198900,359,364
75488704,203184,329,390
75491776,204750,316,286
75494784,197208,370,338
75497856,198900,358,338
75500864,203184,327,390
75503936,198900,358,364
75506944,203184,327,364
75510016,198900,357,338
75513024,203184,326,338
75516096,198900,357,256
75519104,209160,282,364
75522176,198900,354,256
75525184,191232,410,312
75528256,204750,314,494
75531264,203184,325,312
75534336,193050,397,312
75537344,203184,326,338
75540416,198900,356,390
75543424,197208,369,312
75546496,198900,357,390
75549504,203184,326,312
75552576,193050,399,416
75555584,197208,371,390
75558656,198900,359,390
75561664,209160,285,312
75564736,193050,400,338
75567744,191232,415,338
75570816,198900,361,416
75573824,203184,331,364
75576896,193050,404,442
75579904,203184,332,338
75582976,193050,405,338
75585984,197208,376,364
75589056,204750,322,364
75592064,197208,376,312
75595136,198900,364,390
75598144,197208,377,364
75601216,198900,365,364
75604224,197208,378,442
75607296,193050,409,390
75610304,197208,381,256
75613312,203184,338,338
75616384,193050,411,390
75619392,197208,383,390
75622464,198900,371,390
75625472,203184,340,390
75628544,187200,456,338
75631552,203184,343,416
75634624,193050,416,338
75637632,197208,388,364
75640704,198900,376,416
75643712,197208,389,390
75646784,198900,377,364
75649792,203184,346,312
75652864,198900,377,364
75655872,197208,389,390
75658944,193050,420,312
75661952,203184,349,416
75665024,198900,379,416
75668032,197208,391,416
75671104,204750,337,338
75674112,203184,347,416
75677184,198900,378,338
75680192,215136,260,442
75683264,198900,374,260
75686272,197208,386,416
75689344,198900,375,312
75692352,203184,344,312
75695424,204750,332,338
75698432,209160,298,364
75701504,204750,328,234
75704512,203184,338,364
75707584,198900,368,260
75710592,215136,250,390
75713664,193050,407,312
75716672,203184,335,338
75719744,204750,322,364
75722752,203184,333,286
75725824,198900,363,364
75728832,203184,332,364
75731904,193050,405,468
75734912,209160,290,364
75737984,198900,362,364
75740992,191232,418,390
75744064,204750,322,494
75747072,203184,332,312
75750144,193050,405,416
75753152,203184,333,390
75756224,198900,363,338
75759232,197208,376,338
75762304,198900,364,338
75765312,203184,334,286
75768384,193050,406,390
75771392,203184,335,364
75774464,198900,365,338
75777472,203184,334,338
75780544,198900,364,312
75783552,197208,377,312
75786624,198900,365,364
75789632,197208,378,416
75792704,187200,452,338
75795712,209160,296,256
75798784,204750,325,338
75801792,197208,379,364
75804864,193050,410,390
75807872,203184,338,442
75810944,198900,368,338
75813952,197208,381,364
75817024,187200,455,416
75820032,197208,385,442
75823104,198900,374,390
75826112,203184,343,416
75829184,198900,373,286
75832192,203184,342,416
75835264,193050,415,312
75838272,197208,387,390
75841344,198900,375,364
75844352,197208,388,442
75847424,198900,377,468
75850432,203184,346,364
75853504,193050,419,390
75856512,209160,303,390
75859584,198900,375,234
75862592,197208,388,364
75865664,193050,419,442
75868672,203184,347,256
75871744,198900,378,416
75874752,203184,347,338
75877824,198900,377,312
75880832,203184,346,260
75883904,193050,419,312
75886912,209160,304,468
75889984,204750,333,416
75892992,203184,343,312
75896064,193050,416,364
75899072,203184,344,338
75902144,198900,375,338
75905152,203184,344,312
75908224,204750,331,338
75911232,203184,342,390
75914304,204750,329,390
75917312,197208,383,312
75920384,198900,371,390
75923392,203184,340,256
75926464,204750,328,338
75929472,203184,338,364
75932544,198900,368,312
75935552,203184,337,442
75938624,204750,325,312
75941632,203184,335,390
75944704,193050,408,312
75947712,203184,336,468
75950784,193050,409,312
75953792,203184,337,390
75956864,198900,368,260
75959872,197208,380,442
75962944,198900,369,390
75965952,191232,425,416
75969024,198900,372,390
75972032,203184,341,416
75975104,193050,414,286
75978112,209160,298,416
75981184,198900,370,312
75984192,197208,383,390
75987264,204750,329,338
75990272,197208,383,338
75993344,193050,414,390
75996352,197208,385,390
75999424,198900,374,390
76002432,203184,343,312
76005504,198900,373,390
76008512,203184,342,338
76011584,198900,373,364
76014592,203184,342,364
76017664,204750,329,390
76020672,203184,339,312
76023744,193050,412,312
76026752,203184,341,312
76029824,198900,371,338
76032832,209160,296,312
76035904,198900,369,390
76038912,203184,338,364
76041984,198900,368,416
76044992,203184,337,286
76048064,198900,367,364
76051072,203184,337,312
76054144,198900,367,364
76057152,203184,336,364
76060224,198900,366,364
76063232,203184,335,338
76066304,198900,366,338
76069312,203184,335,390
76072384,198900,365,338
76075392,197208,378,364
76078464,198900,366,442
76081472,203184,335,390
76084544,198900,366,364
76087552,203184,335,390
76090624,193050,408,256
76093632,203184,336,468
76096704,198900,366,312
76099712,197208,379,390
76102784,193050,410,338
76105792,209160,295,416
76108864,193050,409,338
76111872,197208,381,390
76114944,198900,369,338
76117952,197208,382,338
76121024,193050,413,390
76124032,203184,341,390
76127104,193050,414,442
76130112,203184,342,390
76133184,204750,330,390
76136192,203184,340,364
76139264,198900,371,286
76142272,197208,383,338
76145344,198900,372,416
76148352,203184,341,312
76151424,198900,371,442
76154432,203184,340,312
76157504,198900,370,364
76160512,203184,340,312
76163584,198900,370,364
76166592,203184,339,312
76169664,198900,369,416
76172672,209160,295,338
76175744,198900,367,338
76178752,203184,336,364
76181824,193050,409,390
76184832,209160,294,286
76187904,198900,366,286
76190912,197208,378,390
76193984,198900,367,442
76196992,203184,336,390
76200064,198900,366,312
76203072,197208,379,468
76206144,198900,367,416
76209152,203184,337,416
76212224,193050,410,234
76215232,203184,338,442
76218304,193050,411,312
76221312,203184,339,468
76224384,198900,369,312
76227392,197208,382,442
76230400,197208,383,364
76233472,198900,371,364
76236480,197208,384,312
76239552,193050,415,390
76242560,197208,386,312
76245632,198900,375,442
76248640,191232,431,442
76251712,93600,1145,676
76254720,0,1857,1118
76257536,-12780,2003,1664
76260736,-5616,2014,2048
76263872,-22896,2201,1950
76267072,-16848,2224,2132
76270272,0,2166,2236
76273024,26136,2028,2184
76276160,28620,2061,2262
76279296,5724,2279,2054
76282368,0,2377,2210
76285120,-13068,2523,2314
76288320,-5616,2533,2444
76291456,5724,2511,2368
76294528,11700,2523,2678
76297600,11700,2578,2522
76300736,5724,2677,2652
76303808,0,2775,2600
76306560,-6534,2874,2704
76309696,0,2887,2834
76312512,0,2940,2912
76315264,0,2992,2964
76318080,12780,2952,3042
76321152,5850,3000,2964
76324224,5850,3000,3068
76327232,0,3000,3068
76330048,0,3000,2990
76332800,0,3000,2990
76335616,-6390,3000,2990
76338752,0,3000,2912
76341504,0,3000,2886
76344320,0,3000,2912
76347072,0,3000,2912
76349888,0,3000,3016
76352640,0,3000,2912
76355456,6390,3000,2938
76358464,0,3000,3068
76361280,0,3000,3068
76364032,0,3000,3094
76366848,0,3000,3042
76369600,0,3000,3042
76372416,0,3000,3068
76375168,0,3000,3068
76377984,0,3000,3042
76380736,0,3000,3016
76383552,0,3000,2938
76386304,0,3000,2938
76389120,0,3000,2912
76391872,0,3000,3016
76394688,0,3000,3042
76397440,0,3000,3042
76400256,0,3000,3042
76403008,0,3000,2938
76405760,0,3000,2990
76408576,0,3000,3016
76411328,0,3000,2990
76414144,0,3000,2938
76416896,0,3000,2938
76419712,0,3000,2912
76422464,0,3000,2938
76425280,0,3000,2912
76428032,0,3000,2990
76430848,0,3000,2990
76433600,0,3000,2938
76436416,0,3000,2886
76439168,6534,3000,2816
76442240,0,3000,3094
76444992,0,3000,3094
76447808,0,3000,3016
76450560,0,3000,3146
76453376,0,3000,3068
76456128,0,3000,3016
76458944,0,3000,3042
76461696,0,3000,3042
76464512,0,3000,3068
76467264,0,3000,3094
76470080,0,3000,3068
76472832,0,3000,3042
76475648,0,3000,3068
76478400,0,3000,3042
76481216,0,3000,3094
76483968,0,3000,3016
76486784,0,3000,3016
76489536,0,3000,3042
76492352,0,3000,3068
76495104,0,3000,2990
76497920,0,3000,2964
76500672,0,3000,2964
76503488,0,3000,2938
76506240,0,3000,2938
76509056,0,3000,2964
76511808,0,3000,2938
76514624,0,3000,2964
76517376,0,3000,2990
76520192,0,3000,2938
76522944,0,3000,3016
76525760,0,3000,2990
76528512,0,3000,2964
76531328,0,3000,2990
76534080,0,3000,2938
76536896,0,3000,2816
76539648,0,3000,2886
76542464,0,3000,2938
76545216,0,3000,3016
76548032,0,3000,2964
76550784,0,3000,3016
76553600,0,3000,2912
76556352,0,3000,2912
76559168,0,3000,2938
76561920,0,3000,2964
76564736,0,3000,3016
76567488,0,3000,2938
76570304,0,3000,2938
76573056,0,3000,2964
76575872,0,3000,2816
76578624,0,3000,3042
76581440,6390,3000,2938
76584448,0,3000,2912
76587264,0,3000,2964
76590016,0,3000,2964
76592832,0,3000,2990
76595584,0,3000,2938
76598400,0,3000,2912
76601152,0,3000,2912
76603968,0,3000,3016
76606720,0,3000,3042
76609536,0,3000,3016
76612288,0,3000,2964
76615104,0,3000,2964
76617856,0,3000,2938
76620672,0,3000,2964
76623424,0,3000,2964
76626240,0,3000,2964
76628992,0,3000,2964
76631808,0,3000,2912
76634560,0,3000,2938
76637376,0,3000,2938
76640128,0,3000,2912
76642944,0,3000,2912
76645696,0,3000,2990
76648512,0,3000,2938
76651264,0,3000,2938
76654080,0,3000,2938
76656832,0,3000,2990
76659648,0,3000,2938
76662400,0,3000,2990
76665216,0,3000,2964
76667968,0,3000,2938
76670720,0,3000,3016
76673536,0,3000,2990
76676288,0,3000,2990
76679104,0,3000,3068
76681856,0,3000,3068
76684672,0,3000,3016
76687424,0,3000,3016
76690240,0,3000,3068
76692992,0,3000,3042
76695808,0,3000,2816
76698560,0,3000,3016
76701376,0,3000,3016
76704128,0,3000,2816
76706944,0,3000,3094
76709696,0,3000,3042
76712512,0,3000,3068
76715264,0,3000,3072
76718080,0,3000,3042
76720832,0,3000,3042
76723648,0,3000,3068
76726400,0,3000,3094
76729216,0,3000,3068
76731968,0,3000,3042
76734784,0,3000,3016
76737536,0,3000,3094
76740352,0,3000,3042
76743104,0,3000,3120
76745920,0,3000,3068
76748672,0,3000,3042
76751488,0,3000,3016
76754240,0,3000,3016
76757056,0,3000,3016
76759808,0,3000,3068
76762624,0,3000,2964
76765376,0,3000,2938
76768192,0,3000,3016
76770944,0,3000,2964
76773760,0,3000,2964
76776512,0,3000,2964
76779328,0,3000,2964
76782080,0,3000,2938
76784896,0,3000,2938
76787648,0,3000,2938
76790464,0,3000,2886
76793216,0,3000,2938
76796032,0,3000,3016
76798784,0,3000,2964
76801600,0,3000,2938
76804352,0,3000,2886
76807168,0,3000,2912
76809920,0,3000,2886
76812736,0,3000,2912
76815488,0,3000,2964
76818304,0,3000,2964
76821056,0,3000,2990
76823872,0,3000,2964
76826624,0,3000,2912
76829440,0,3000,2990
76832192,0,3000,2964
76835008,0,3000,2990
76837760,0,3000,2938
76840576,0,3000,2990
76843328,0,3000,2990
76846144,0,3000,2990
76848896,0,3000,2990
76851712,0,3000,3042
76854464,0,3000,3042
76857280,0,3000,2938
76860032,0,3000,2990
76862848,0,3000,2990
76865600,0,3000,3068
76868416,0,3000,3120
76871168,0,3000,3016
76873984,0,3000,3068
76876736,0,3000,3068
76879552,0,3000,3120
76882304,0,3000,3042
76885120,0,3000,3042
76887872,0,3000,3042
76890688,0,3000,3094
76893440,0,3000,3042
76896256,0,3000,3094
76899008,0,3000,3068
76901824,0,3000,3068
76904576,0,3000,3068
76907392,0,3000,3068
76910144,0,3000,3016
76912960,0,3000,3042
76915712,0,3000,3042
76918528,0,3000,3016
76921280,0,3000,3068
76924096,0,3000,3094
76926848,0,3000,2990
76929664,0,3000,3042
76932416,0,3000,2964
76935232,0,3000,3042
76937984,0,3000,3042
76940800,6390,3000,2964
76943808,0,3000,2912
76946624,0,3000,2964
76949376,0,3000,3042
76952192,0,3000,3042
76954944,0,3000,3068
76957760,0,3000,2964
76960512,0,3000,3016
76963328,0,3000,3042
76966080,0,3000,3042
76968896,0,3000,3042
76971648,0,3000,3068
76974464,0,3000,3042
76977216,0,3000,3068
