time(s),reference current(A),current(A),cart position(m),pendulum angle(rad),target(m)
1.342208,-0.107,-0.328,0.053298,0.0039269908125,0.0956
1.347968,0.215,-0.117,0.053784,0.00314159265,0.096
1.3536,0.818,0.199,0.054198,0.00314159265,0.0964
1.359168,0.606,0.896,0.054504,0.00314159265,0.0968
1.364672,0.314,0.643,0.055026,0.0039269908125,0.0972
1.37024,0.02,0.305,0.055512,0.001570796325,0.0976
1.375616,0.259,0.051,0.056106,0.0023561944875,0.098
1.381056,0.513,0.241,0.05661,0.001570796325,0.0984
1.38656,-0.006,0.622,0.057204,0.0007853981625,0.0988
1.391872,-0.263,-0.011,0.057798,0.0007853981625,0.0992
1.39744,0.325,-0.286,0.058284,0.001570796325,0.0996
1.403008,-0.143,0.389,0.058788,0.0,0.1
1.408448,0.085,-0.117,0.059238,0.0007853981625,0.1004
1.413952,0.675,0.072,0.059418,0.0007853981625,0.1008
1.419456,1.258,0.748,0.05976,0.0023561944875,0.1012
1.425152,0.946,1.361,0.060066,0.0007853981625,0.1016
1.430784,0.597,1.002,0.060642,0.0023561944875,0.102
1.43648,-0.045,0.643,0.061362,0.001570796325,0.1024
1.442048,-0.653,-0.032,0.062226,-0.001570796325,0.1028
1.447744,-0.367,-0.666,0.063018,-0.001570796325,0.1032
1.453568,0.004,-0.413,0.063504,-0.0023561944875,0.1036
1.4592,0.647,-0.011,0.063972,-0.0023561944875,0.104
1.46496,1.254,0.748,0.064188,-0.001570796325,0.1044
1.470656,0.969,1.361,0.064584,-0.0007853981625,0.1048
1.476352,0.591,1.065,0.065214,-0.001570796325,0.1052
1.482048,-0.071,0.579,0.065934,-0.00314159265,0.1056
1.487808,-0.647,-0.032,0.066924,-0.0023561944875,0.106
1.493632,-1.192,-0.666,0.067626,-0.0054977871375,0.1064
1.499584,-0.81,-1.173,0.06822,-0.0062831853,0.1068
1.5056,-0.994,-0.899,0.06822,-0.0039269908125,0.1072
1.511488,-0.354,-0.983,0.068004,-0.004712388975,0.1076
1.517376,0.374,-0.349,0.067374,0.0007853981625,0.108
1.523072,0.638,0.368,0.066654,0.0023561944875,0.1084
1.528704,1.132,0.664,0.066186,0.0054977871375,0.1088
1.5344,0.766,1.15,0.065808,0.004712388975,0.1092
1.54016,1.051,0.833,0.06597,0.0086393797875,0.1096
1.545856,0.724,1.086,0.066222,0.0062831853,0.11
1.551552,0.099,0.748,0.06696,0.007853981625,0.1104
1.55712,-0.531,0.093,0.067662,0.0039269908125,0.1108
1.562752,-0.26,-0.561,0.068382,0.0039269908125,0.1112
1.568576,0.098,-0.265,0.068958,0.00314159265,0.1116
1.574208,0.731,0.114,0.069336,0.0039269908125,0.112
1.57984,0.526,0.748,0.06966,0.0039269908125,0.1124
1.585472,0.243,0.516,0.070038,0.0039269908125,0.1128
1.591104,-0.321,0.241,0.070452,0.0039269908125,0.1132
1.596864,-0.063,-0.349,0.070902,0.0039269908125,0.1136
1.60256,0.264,-0.054,0.07119,0.0039269908125,0.114
1.608192,0.87,0.305,0.07146,0.004712388975,0.1144
1.613824,0.65,0.938,0.071658,0.0054977871375,0.1148
1.619456,0.346,0.706,0.072126,0.0062831853,0.1152
1.625088,0.046,0.389,0.072576,0.004712388975,0.1156
1.630656,-0.487,0.03,0.073134,0.004712388975,0.116
1.636288,-0.226,-0.476,0.073656,0.00314159265,0.1164
1.642112,0.145,-0.223,0.073926,0.004712388975,0.1168
1.647808,0.765,0.157,0.074142,0.004712388975,0.1172
1.65344,1.354,0.812,0.074268,0.0062831853,0.1176
1.6592,1.057,1.424,0.074556,0.0070685834625,0.118
1.665024,0.671,1.107,0.07515,0.0070685834625,0.1184
1.67072,0.009,0.685,0.07587,0.0054977871375,0.1188
1.67616,-0.565,0.009,0.076842,0.004712388975,0.1192
1.681728,-1.083,-0.54,0.07758,0.0023561944875,0.1196
1.687616,-0.717,-1.131,0.078246,0.001570796325,0.12
1.693376,-0.272,-0.709,0.078444,0.0023561944875,0.1204
1.6992,-0.235,-0.265,0.078426,0.00314159265,0.1208
1.705024,0.355,-0.223,0.07821,0.0054977871375,0.1212
1.710784,0.924,0.41,0.077868,0.0070685834625,0.1216
1.716416,0.638,1.002,0.077796,0.0102101761125,0.122
1.722112,0.589,0.643,0.077904,0.00942477795,0.1224
1.727744,0.012,0.558,0.078228,0.00942477795,0.1228
1.733312,-0.247,0.009,0.078678,0.00942477795,0.1232
1.738816,0.338,-0.201,0.078984,0.0102101761125,0.1236
1.744576,0.648,0.389,0.079272,0.00942477795,0.124
1.750208,0.895,0.664,0.079506,0.010995574275,0.1244
1.75584,0.618,0.938,0.079776,0.010995574275,0.1248
1.761472,0.321,0.727,0.080298,0.0117809724375,0.1252
1.767104,0.022,0.326,0.08082,0.0102101761125,0.1256
1.772608,0.255,0.03,0.08145,0.0102101761125,0.126
1.778176,0.52,0.22,0.08199,0.00942477795,0.1264
1.783808,0.777,0.622,0.082584,0.00942477795,0.1268
1.78944,0.497,0.875,0.083232,0.0086393797875,0.1272
1.795072,0.991,0.495,0.08397,0.0102101761125,0.1276
1.800704,0.713,1.065,0.084834,0.007853981625,0.128
1.806464,0.066,0.769,0.08595,0.007853981625,0.1284
1.811968,-0.548,0.03,0.086976,0.004712388975,0.1288
1.8176,-1.066,-0.518,0.088146,0.00314159265,0.1292
1.823552,-0.701,-1.068,0.088992,0.0023561944875,0.1296
1.82944,-0.259,-0.73,0.089496,0.0023561944875,0.13
1.8352,0.448,-0.286,0.089694,0.00314159265,0.1304
1.84096,0.431,0.495,0.089676,0.004712388975,0.1308
1.846592,1.566,0.474,0.08973,0.0062831853,0.1312
1.852352,1.328,1.657,0.089856,0.007853981625,0.1316
1.858176,0.917,1.403,0.090468,0.0086393797875,0.132
1.863872,0.514,1.065,0.09126,0.0062831853,0.1324
1.869568,-0.153,0.537,0.092358,0.0039269908125,0.1328
1.875264,-0.742,-0.159,0.093546,0.0023561944875,0.1332
1.881088,-0.44,-0.751,0.094536,0.001570796325,0.1336
1.886848,-0.053,-0.413,0.095328,0.0007853981625,0.134
1.89248,0.276,-0.054,0.095796,0.0007853981625,0.1344
1.897984,0.867,0.305,0.096192,0.001570796325,0.1348
1.903552,0.631,0.833,0.096588,0.0007853981625,0.1352
1.90912,0.353,0.685,0.09711,0.0023561944875,0.1356
1.914752,0.049,0.431,0.097722,0.0,0.136
1.92,0.265,0.051,0.098388,0.0007853981625,0.1364
1.92544,0.524,0.22,0.098982,0.0,0.1368
